1 2 3 4
3220 11 7 10
3221 4 10 9
3222 1 10 0
3223 15 7 8
3224 13 7 9
3225 7 7 3
3226 14 0 4
3227 2 7 4
3228 10 4 5
3229 15 1 2
3230 11 4 7
3231 6 10 10
3232 1 4 7
3233 4 3 1
3234 6 7 4
3235 16 2 2
3236 5 0 2
3237 7 9 2
3238 17 9 1
3239 4 1 9
3240 5 8 9
3241 17 1 7
3242 9 5 9
3243 8 6 5
3244 14 9 8
3245 5 7 8
3246 2 2 0
3247 12 10 4
3248 3 3 10
3249 11 0 4
3250 13 2 1
3251 3 8 10
3252 10 2 7
3253 11 3 8
3254 13 1 8
3255 4 1 3
3256 16 6 0
3257 10 7 5
3258 9 7 7
3259 0 3 0
3260 13 2 7
3261 8 2 2
3262 9 2 3
3263 5 8 1
3264 2 5 8
3265 13 9 10
3266 6 6 1
3267 5 5 4
3268 2 6 0
3269 16 9 7
3270 0 6 6
3271 0 0 0
3272 7 10 5
3273 1 5 5
3274 18 2 6
3275 6 10 2
3276 5 5 10
3277 11 8 8
3278 4 1 9
3279 6 0 7
3280 14 7 4
3281 10 8 1
3282 16 0 4
3283 12 10 2
3284 8 2 9
3285 17 0 7
3286 0 9 0
3287 17 0 2
3288 9 6 2
3289 19 0 0
3290 12 9 9
3291 20 10 5
3292 18 2 9
3293 11 8 9
3294 9 4 10
3295 20 7 4
3296 20 7 2
3297 15 7 4
3298 4 8 4
3299 6 8 0
3300 19 8 4
3301 5 9 7
3302 12 4 4
3303 4 9 5
3304 4 8 4
3305 14 4 0
3306 0 0 5
3307 17 7 4
3308 2 10 5
3309 2 8 8
3310 12 3 0
3311 1 2 6
3312 13 9 3
3313 4 1 7
3314 7 4 2
3315 18 10 9
3316 10 10 9
3317 0 1 8
3318 5 8 10
3319 12 6 10
3320 14 10 1
3321 16 8 6
3322 13 8 2
3323 7 4 4
3324 18 4 3
3325 10 9 2
3326 12 7 6
3327 2 5 3
3328 18 4 1
3329 3 3 5
3330 2 3 1
3331 18 10 4
3332 1 9 10
3333 1 5 1
3334 15 2 6
3335 9 1 5
3336 19 1 7
3337 0 9 8
3338 2 6 1
3339 12 2 3
3340 15 2 9
3341 7 10 6
3342 7 4 7
3343 19 3 5
3344 11 7 1
3345 6 3 7
3346 11 9 4
3347 19 10 8
3348 0 8 7
3349 18 7 10
3350 13 5 7
3351 18 5 6
3352 6 4 3
3353 11 1 0
3354 9 2 7
3355 15 6 6
3356 11 3 7
3357 18 2 6
3358 18 4 8
3359 4 2 3
3360 0 10 3
3361 9 1 1
3362 7 1 2
3363 19 9 1
3364 4 5 6
3365 19 10 2
3366 12 0 2
3367 15 10 1
3368 19 6 5
3369 13 1 1
3370 0 7 6
3371 14 8 5
3372 9 0 7
3373 8 6 3
3374 15 9 7
3375 0 6 2
3376 8 2 6
3377 8 2 3
3378 15 8 3
3379 18 10 10
3380 3 7 4
3381 20 7 3
3382 5 9 5
3383 1 8 0
3384 19 3 10
3385 8 8 3
3386 1 7 9
3387 3 7 10
3388 5 6 7
3389 9 3 5
3390 10 1 1
3391 3 9 1
3392 16 0 6
3393 9 1 7
3394 5 5 7
3395 3 3 10
3396 10 6 10
3397 16 4 10
3398 6 1 1
3399 17 7 5
3400 10 1 2
3401 20 2 4
3402 2 0 5
3403 19 10 6
3404 12 0 3
3405 7 2 8
3406 2 9 3
3407 6 5 0
3408 10 7 6
3409 5 9 7
3410 10 7 8
3411 7 2 5
3412 16 9 8
3413 6 6 4
3414 19 8 0
3415 19 4 0
3416 14 1 9
3417 7 9 10
3418 5 1 6
3419 9 5 9
3420 9 10 6
3421 8 10 9
3422 9 8 4
3423 17 0 8
3424 15 4 6
3425 6 2 0
3426 17 9 3
3427 13 8 1
3428 15 5 1
3429 13 9 6
3430 18 10 3
3431 18 5 4
3432 20 8 5
3433 3 7 2
3434 13 0 5
3435 7 6 9
3436 16 0 7
3437 16 7 9
3438 17 3 0
3439 12 10 3
3440 19 2 3
3441 15 8 9
3442 16 6 5
3443 4 8 2
3444 6 1 3
3445 5 6 7
3446 8 4 7
3447 12 2 1
3448 3 6 0
3449 16 2 5
3450 10 9 0
3451 0 10 3
3452 11 10 5
3453 18 2 5
3454 14 8 4
3455 4 0 8
3456 14 10 8
3457 16 9 8
3458 3 8 6
3459 3 1 7
3460 6 9 9
3461 15 1 6
3462 19 4 5
3463 5 8 10
3464 3 0 1
3465 20 8 1
3466 11 4 4
3467 4 5 6
3468 7 3 1
3469 3 5 2
3470 3 5 4
3471 8 1 1
3472 3 5 8
3473 6 1 5
3474 18 4 10
3475 14 0 6
3476 15 1 9
3477 10 3 3
3478 2 3 0
3479 0 6 6
3480 5 1 3
3481 5 10 8
3482 0 3 8
3483 13 1 3
3484 11 9 5
3485 13 5 1
3486 5 9 9
3487 17 0 5
3488 16 10 4
3489 19 7 3
3490 10 6 0
3491 12 0 7
3492 16 4 2
3493 12 2 6
3494 11 1 4
3495 7 9 4
3496 14 0 1
3497 6 9 6
3498 7 0 1
3499 9 0 9
3500 4 3 7
3501 15 4 5
3502 5 9 3
3503 5 4 6
3504 14 9 2
3505 0 10 2
3506 9 7 10
3507 12 5 6
3508 20 7 7
3509 2 5 5
3510 0 6 5
3511 2 0 10
3512 17 5 9
3513 9 10 9
3514 17 1 7
3515 0 10 5
3516 9 10 5
3517 17 2 5
3518 11 5 5
3519 13 0 10
3520 9 5 1
3521 16 9 2
3522 16 4 9
3523 19 1 7
3524 4 9 5
3525 8 4 9
3526 4 9 4
3527 2 6 7
3528 5 8 5
3529 6 2 1
3530 4 3 8
3531 3 4 6
3532 18 9 9
3533 5 4 10
3534 11 9 9
3535 2 0 4
3536 3 9 4
3537 8 7 7
3538 15 2 3
3539 9 8 10
3540 15 0 0
3541 8 0 4
3542 4 0 8
3543 12 8 8
3544 8 0 1
3545 10 6 10
3546 11 6 2
3547 12 3 0
3548 3 10 8
3549 10 1 3
3550 13 4 10
3551 14 10 5
3552 5 7 2
3553 1 1 1
3554 18 10 2
3555 5 1 0
3556 3 6 5
3557 1 2 6
3558 19 7 10
3559 17 8 0
3560 2 2 0
3561 14 10 2
3562 16 2 5
3563 9 9 2
3564 12 8 0
3565 10 10 6
3566 3 9 0
3567 5 3 8
3568 19 3 0
3569 15 9 8
3570 9 2 10
3571 1 6 4
3572 19 9 9
3573 2 5 5
3574 10 5 2
3575 2 3 8
3576 15 4 4
3577 10 5 5
3578 4 5 8
3579 14 10 4
3580 9 0 10
3581 16 6 1
3582 18 10 4
3583 17 8 8
3584 10 9 6
3585 14 8 4
3586 2 3 6
3587 19 2 1
3588 11 7 8
3589 18 2 5
3590 15 1 5
3591 5 6 10
3592 19 5 0
3593 11 4 0
3594 5 4 7
3595 1 9 10
3596 1 0 5
3597 16 10 7
3598 15 1 3
3599 15 1 8
3600 17 0 8
3601 10 5 0
3602 3 5 5
3603 5 4 1
3604 13 1 5
3605 7 7 3
3606 15 4 2
3607 16 5 10
3608 6 4 4
3609 16 1 6
3610 0 10 1
3611 19 0 10
3612 4 6 2
3613 0 2 9
3614 12 5 5
3615 7 6 2
3616 7 3 7
3617 20 0 4
3618 1 3 4
3619 5 9 2
3620 20 10 2
3621 16 9 6
3622 18 6 5
3623 13 10 1
3624 17 4 6
3625 18 9 9
3626 13 7 10
3627 8 0 7
3628 17 10 7
3629 0 4 2
3630 0 1 1
3631 19 3 7
3632 11 5 10
3633 0 7 10
3634 18 8 0
3635 16 6 10
3636 7 6 8
3637 2 9 7
3638 16 1 9
3639 9 9 3
3640 2 2 10
3641 4 1 4
3642 4 5 9
3643 1 0 7
3644 5 8 8
3645 2 1 9
3646 13 1 9
3647 20 6 4
3648 10 2 8
3649 1 1 4
3650 11 8 6
3651 19 5 4
3652 6 6 4
3653 12 10 5
3654 19 8 6
3655 15 8 8
3656 16 1 2
3657 10 9 5
3658 6 3 6
3659 2 10 5
3660 6 0 4
3661 3 1 10
3662 13 7 3
3663 14 8 6
3664 20 0 3
3665 11 9 8
3666 14 6 2
3667 19 5 1
3668 0 1 7
3669 9 5 8
3670 0 8 1
3671 4 1 0
3672 4 8 6
3673 9 2 6
3674 7 6 2
3675 13 9 3
3676 0 4 1
3677 6 2 6
3678 10 9 0
3679 6 3 3
3680 14 2 6
3681 16 5 10
3682 12 4 5
3683 13 5 10
3684 3 10 1
3685 9 0 4
3686 20 3 1
3687 3 6 4
3688 19 1 9
3689 11 3 4
3690 9 0 3
3691 11 10 5
3692 5 10 5
3693 5 4 8
3694 3 9 2
3695 5 8 2
3696 0 9 10
3697 17 3 3
3698 7 4 1
3699 2 7 2
3700 10 6 8
3701 4 4 3
3702 19 2 2
3703 6 4 6
3704 14 5 0
3705 9 3 4
3706 5 8 10
3707 9 6 0
3708 11 10 8
3709 3 1 1
3710 4 9 5
3711 11 6 1
3712 8 6 6
3713 13 8 9
3714 20 0 5
3715 7 10 10
3716 11 3 6
3717 14 3 8
3718 1 0 2
3719 2 9 5
3720 9 7 0
3721 10 7 0
3722 14 5 8
3723 20 1 0
3724 10 5 5
3725 6 5 8
3726 11 3 5
3727 13 4 10
3728 0 9 8
3729 18 3 9
3730 7 4 7
3731 12 5 10
3732 12 3 6
3733 3 10 4
3734 18 9 2
3735 15 5 8
3736 0 7 3
3737 4 9 10
3738 3 0 10
3739 5 10 8
3740 4 6 2
3741 0 3 3
3742 16 3 5
3743 12 3 7
3744 9 4 10
3745 0 1 6
3746 5 1 8
3747 4 4 9
3748 7 3 5
3749 14 9 0
3750 2 7 9
3751 18 10 4
3752 1 8 4
3753 4 3 3
3754 4 8 5
3755 5 4 6
3756 9 3 4
3757 20 0 9
3758 17 7 3
3759 17 4 10
3760 1 2 10
3761 8 0 3
3762 20 7 5
3763 15 0 0
3764 15 8 5
3765 8 9 10
3766 12 3 6
3767 3 4 0
3768 8 6 5
3769 3 0 8
3770 20 8 9
3771 2 5 10
3772 19 0 2
3773 17 1 6
3774 20 4 2
3775 20 3 10
3776 4 3 10
3777 0 5 2
3778 12 3 10
3779 3 8 4
3780 12 9 9
3781 3 6 8
3782 16 9 7
3783 20 1 10
3784 15 8 3
3785 17 4 9
3786 20 1 0
3787 13 2 4
3788 12 8 9
3789 16 1 6
3790 9 2 9
3791 18 3 3
3792 13 6 6
3793 4 3 8
3794 0 0 0
3795 12 0 1
3796 18 9 8
3797 8 7 8
3798 0 8 10
3799 20 7 5
3800 19 3 1
3801 19 7 7
3802 15 5 10
3803 13 5 7
3804 17 8 2
3805 16 5 3
3806 17 7 8
3807 13 4 4
3808 7 5 8
3809 9 7 2
3810 17 10 5
3811 18 4 6
3812 9 4 9
3813 15 3 9
3814 10 5 10
3815 14 10 3
3816 15 2 7
3817 11 1 2
3818 12 5 3
3819 5 9 6
3820 6 1 1
3821 7 1 2
3822 14 4 2
3823 7 7 0
3824 13 5 2
3825 11 8 2
3826 19 5 8
3827 7 4 0
3828 20 10 2
3829 20 10 3
3830 8 3 1
3831 15 5 5
3832 11 7 7
3833 16 0 5
3834 2 0 6
3835 9 4 2
3836 15 6 5
3837 19 10 2
3838 3 9 6
3839 9 9 0
3840 4 1 3
3841 9 2 4
3842 2 8 2
3843 8 5 2
3844 20 9 10
3845 5 8 0
3846 14 5 1
3847 8 1 3
3848 11 0 1
3849 17 3 2
3850 20 7 4
3851 3 7 8
3852 19 6 5
3853 20 1 8
3854 14 0 6
3855 19 3 0
3856 8 10 10
3857 10 5 6
3858 0 5 10
3859 13 0 10
3860 14 10 7
3861 2 9 10
3862 5 3 3
3863 16 9 8
3864 1 10 1
3865 2 3 9
3866 3 7 6
3867 18 5 4
3868 13 2 9
3869 5 8 9
3870 17 10 3
3871 10 2 4
3872 16 4 9
3873 13 8 8
3874 18 10 0
3875 11 5 0
3876 10 4 1
3877 17 2 7
3878 15 8 0
3879 0 2 5
3880 2 9 6
3881 9 7 3
3882 6 2 2
3883 20 7 8
3884 15 9 1
3885 14 3 0
3886 3 10 4
3887 10 4 2
3888 9 3 8
3889 7 3 4
3890 19 9 5
3891 16 5 9
3892 0 4 7
3893 19 1 8
3894 1 9 1
3895 12 10 3
3896 19 0 1
3897 3 4 6
3898 11 9 9
3899 14 4 4
3900 12 8 10
3901 12 0 10
3902 16 5 9
3903 6 9 0
3904 4 2 2
3905 4 8 1
3906 11 3 7
3907 18 1 9
3908 8 3 2
3909 18 5 4
3910 9 1 5
3911 13 0 2
3912 5 10 10
3913 5 9 5
3914 9 2 7
3915 16 10 7
3916 3 8 7
3917 8 0 5
3918 17 1 2
3919 7 2 8
3920 19 3 2
3921 0 6 10
3922 9 0 0
3923 5 6 6
3924 16 4 4
3925 16 4 7
3926 2 6 8
3927 9 6 8
3928 19 5 1
3929 2 2 9
3930 5 10 4
3931 6 8 7
3932 7 9 1
3933 16 9 0
3934 0 3 9
3935 20 6 1
3936 12 4 9
3937 3 0 7
3938 13 3 3
3939 19 8 10
3940 3 1 8
3941 16 0 4
3942 17 4 10
3943 2 9 9
3944 5 0 10
3945 12 3 9
3946 16 4 2
3947 20 10 2
3948 9 0 9
3949 16 4 4
3950 5 1 8
3951 12 0 1
3952 11 6 10
3953 19 2 7
3954 10 3 0
3955 12 3 9
3956 12 0 3
3957 15 8 6
3958 8 8 1
3959 11 0 10
3960 12 4 8
3961 7 4 9
3962 0 1 9
3963 7 2 0
3964 6 9 0
3965 17 7 4
3966 8 0 3
3967 19 0 9
3968 10 1 4
3969 13 0 5
3970 17 2 6
3971 12 8 4
3972 0 4 6
3973 20 9 0
3974 17 7 4
3975 1 5 1
3976 19 2 5
3977 2 9 1
3978 2 2 0
3979 18 2 2
3980 12 4 5
3981 8 6 3
3982 6 6 4
3983 20 9 10
3984 16 10 2
3985 11 1 0
3986 9 7 9
3987 16 7 1
3988 20 6 1
3989 15 6 2
3990 15 6 8
3991 3 1 9
3992 8 6 4
3993 15 7 10
3994 17 3 3
3995 17 4 3
3996 12 3 6
3997 2 2 9
3998 1 5 7
3999 10 0 10
4000 11 6 4
4001 8 2 6
4002 9 6 7
4003 7 6 2
4004 11 9 2
4005 5 7 9
4006 3 10 7
4007 5 8 4
4008 5 10 2
4009 9 6 8
4010 0 8 9
4011 3 7 7
4012 17 7 3
4013 9 0 7
4014 4 2 5
4015 10 1 8
4016 13 6 7
4017 18 2 6
4018 3 9 0
4019 15 8 3
4020 20 4 0
4021 0 10 10
4022 12 7 1
4023 3 6 6
4024 19 3 4
4025 8 6 0
4026 3 0 9
4027 7 0 1
4028 14 2 2
4029 9 6 7
4030 17 2 7
4031 12 4 1
4032 5 3 9
4033 17 7 0
4034 1 2 3
4035 13 0 1
4036 1 7 6
4037 3 6 2
4038 3 0 9
4039 14 0 1
4040 16 0 9
4041 7 7 8
4042 20 8 8
4043 19 0 10
4044 1 9 2
4045 18 10 6
4046 18 9 2
4047 7 0 2
4048 17 3 0
4049 5 6 6
4050 7 0 8
4051 20 8 1
4052 6 5 8
4053 14 8 2
4054 18 2 4
4055 17 7 7
4056 17 5 5
4057 16 6 0
4058 18 3 0
4059 6 1 10
4060 10 9 7
4061 12 1 2
4062 8 10 6
4063 4 4 9
4064 10 9 5
4065 10 1 3
4066 10 3 5
4067 0 6 5
4068 9 2 2
4069 16 8 6
4070 11 1 7
4071 17 8 3
4072 20 0 6
4073 8 9 4
4074 1 8 4
4075 8 10 9
4076 8 8 6
4077 4 9 3
4078 17 2 5
4079 2 4 10
4080 6 9 8
4081 7 10 5
4082 7 4 3
4083 18 6 5
4084 16 7 2
4085 6 0 9
4086 8 7 3
4087 13 3 9
4088 5 8 1
4089 18 0 2
4090 1 6 6
4091 17 9 2
4092 3 0 1
4093 18 2 8
4094 3 7 10
4095 14 3 10
4096 19 3 2
4097 20 6 8
4098 8 7 7
4099 16 9 0
4100 0 7 1
4101 4 6 2
4102 14 6 2
4103 6 6 8
4104 4 7 4
4105 17 9 5
4106 6 4 6
4107 20 5 10
4108 4 8 7
4109 17 0 2
4110 12 9 4
4111 10 5 7
4112 10 10 0
4113 13 7 8
4114 8 7 6
4115 15 5 7
4116 3 5 10
4117 13 7 9
4118 2 7 0
4119 8 5 4
4120 18 0 2
4121 16 9 6
4122 3 0 3
4123 12 7 3
4124 8 4 6
4125 9 6 9
4126 10 7 5
4127 12 5 4
4128 19 2 2
4129 14 0 10
4130 17 6 8
4131 17 4 8
4132 12 1 8
4133 3 10 3
4134 1 3 0
4135 20 6 6
4136 7 0 4
4137 14 7 9
4138 0 6 4
4139 9 8 2
4140 3 0 4
4141 15 2 0
4142 8 2 2
4143 2 7 6
4144 20 8 5
4145 18 9 7
4146 7 9 7
4147 14 9 6
4148 12 6 3
4149 18 5 8
4150 4 1 10
4151 9 6 6
4152 7 5 9
4153 13 9 7
4154 8 6 10
4155 18 10 3
4156 15 9 4
4157 6 9 8
4158 11 6 3
4159 2 5 10
4160 17 3 3
4161 9 3 2
4162 16 10 5
4163 11 4 7
4164 11 5 2
4165 20 7 1
4166 8 0 7
4167 1 6 7
4168 15 2 1
4169 9 6 9
4170 17 3 5
4171 6 9 7
4172 19 10 9
4173 6 7 4
4174 17 1 7
4175 11 5 8
4176 10 8 3
4177 18 10 6
4178 13 6 5
4179 20 9 0
4180 9 2 1
4181 16 4 1
4182 9 0 8
4183 9 6 10
4184 20 8 6
4185 19 3 0
4186 0 7 4
4187 11 1 1
4188 17 6 3
4189 5 10 0
4190 6 5 4
4191 0 1 6
4192 16 4 10
4193 8 4 3
4194 0 9 4
4195 0 4 6
4196 4 2 2
4197 16 5 2
4198 0 1 1
4199 2 7 1
4200 8 2 3
4201 20 9 1
4202 3 2 5
4203 9 8 10
4204 5 6 6
4205 4 5 5
4206 20 1 0
4207 6 8 6
4208 6 7 6
4209 15 2 1
4210 17 7 10
4211 9 4 7
4212 18 7 1
4213 1 1 2
4214 18 7 10
4215 20 2 9
4216 11 0 0
4217 19 0 9
4218 9 8 5
4219 11 5 1
4220 2 7 0
4221 11 3 1
4222 3 8 9
4223 0 0 6
4224 17 4 0
4225 10 4 9
4226 4 3 3
4227 1 9 7
4228 13 4 5
4229 5 3 9
4230 14 6 8
4231 9 2 3
4232 6 8 6
4233 1 3 8
4234 15 1 6
4235 0 3 6
4236 13 3 10
4237 6 8 4
4238 20 4 5
4239 6 7 2
4240 19 10 7
4241 18 8 3
4242 6 4 0
4243 19 7 4
4244 16 8 8
4245 7 8 3
4246 1 7 7
4247 18 3 10
4248 2 0 4
4249 4 9 5
4250 0 7 3
4251 1 1 5
4252 20 2 10
4253 9 2 2
4254 4 0 7
4255 19 5 4
4256 15 2 6
4257 7 7 10
4258 17 10 8
4259 14 5 10
4260 1 6 3
4261 3 3 4
4262 11 6 9
4263 8 2 3
4264 19 9 5
4265 15 1 8
4266 6 1 4
4267 12 0 0
4268 16 2 5
4269 14 0 0
4270 7 0 10
4271 8 1 6
4272 19 7 1
4273 10 6 6
4274 17 2 10
4275 16 5 10
4276 11 2 9
4277 11 0 2
4278 1 7 10
4279 14 7 10
4280 9 3 0
4281 11 7 1
4282 14 7 9
4283 16 4 10
4284 15 7 9
4285 13 1 1
4286 14 1 3
4287 13 3 9
4288 6 1 3
4289 2 4 7
4290 12 2 7
4291 0 8 0
4292 0 7 4
4293 10 8 8
4294 5 9 4
4295 13 8 4
4296 12 7 6
4297 15 2 5
4298 10 9 8
4299 14 1 8
4300 9 7 9
4301 10 2 1
4302 7 1 3
4303 15 0 0
4304 11 10 9
4305 12 3 0
4306 0 2 3
4307 6 9 3
4308 10 10 2
4309 0 1 5
4310 15 1 3
4311 11 5 5
4312 14 5 3
4313 14 3 3
4314 5 6 3
4315 3 3 8
4316 14 9 3
4317 8 0 3
4318 14 5 2
4319 9 0 4
4320 5 6 2
4321 6 4 7
4322 15 10 8
4323 6 10 9
4324 1 7 0
4325 17 1 10
4326 0 10 10
4327 13 0 4
4328 8 2 5
4329 5 10 9
4330 9 3 1
4331 16 8 0
4332 10 3 2
4333 9 8 10
4334 15 9 9
4335 15 9 9
4336 17 5 6
4337 12 0 6
4338 17 10 7
4339 6 4 7
4340 7 8 9
4341 4 6 3
4342 10 8 3
4343 10 3 6
4344 13 6 5
4345 9 1 3
4346 6 2 1
4347 1 2 0
4348 2 8 3
4349 5 2 5
4350 17 6 10
4351 14 3 9
4352 13 2 10
4353 13 1 5
4354 5 0 9
4355 2 2 8
4356 16 8 8
4357 12 1 4
4358 11 7 0
4359 2 5 4
4360 15 8 5
4361 17 8 8
4362 5 3 8
4363 12 6 8
4364 18 10 6
4365 5 3 3
4366 13 8 3
4367 18 3 0
4368 12 6 7
4369 7 5 8
4370 12 2 2
4371 10 3 0
4372 4 2 8
4373 16 0 9
4374 1 5 7
4375 19 3 7
4376 10 2 4
4377 15 9 6
4378 11 6 7
4379 2 4 1
4380 11 5 0
4381 6 0 0
4382 9 7 0
4383 7 5 10
4384 15 2 2
4385 13 5 8
4386 17 6 4
4387 18 4 6
4388 11 9 1
4389 0 5 10
4390 16 5 10
4391 4 1 5
4392 15 7 2
4393 20 10 9
4394 7 8 6
4395 19 2 10
4396 1 4 8
4397 9 0 3
4398 4 8 0
4399 1 10 2
4400 16 4 9
4401 7 6 1
4402 3 0 5
4403 0 0 1
4404 18 4 6
4405 1 5 0
4406 3 9 10
4407 7 1 4
4408 0 4 10
4409 4 4 1
4410 20 1 3
4411 16 9 1
4412 19 3 5
4413 4 9 6
4414 13 3 0
4415 7 7 3
4416 3 9 9
4417 9 0 0
4418 13 0 6
4419 15 6 9
4420 0 0 7
4421 7 0 10
4422 8 2 7
4423 12 7 3
4424 5 4 2
4425 1 1 5
4426 7 9 9
4427 10 1 10
4428 9 2 6
4429 1 6 9
4430 6 2 1
4431 0 9 7
4432 19 5 6
4433 7 5 8
4434 1 10 8
4435 4 5 7
4436 14 1 4
4437 19 1 5
4438 10 10 8
4439 18 3 8
4440 19 3 6
4441 20 7 0
4442 10 0 6
4443 9 1 7
4444 0 6 8
4445 16 10 3
4446 17 1 10
4447 18 5 6
4448 16 4 6
4449 18 5 4
4450 14 5 8
4451 14 3 0
4452 7 8 9
4453 20 6 6
4454 15 6 0
4455 6 8 7
4456 0 5 6
4457 4 7 2
4458 14 10 0
4459 8 10 2
4460 1 4 5
4461 13 0 5
4462 17 1 7
4463 5 3 4
4464 6 2 0
4465 15 5 10
4466 11 8 2
4467 5 8 2
4468 2 5 10
4469 6 8 4
4470 14 8 10
4471 8 0 5
4472 17 1 10
4473 12 1 8
4474 2 7 0
4475 0 1 9
4476 19 9 0
4477 0 4 2
4478 1 8 0
4479 17 3 2
4480 5 6 3
4481 10 7 1
4482 12 5 10
4483 10 2 4
4484 8 9 5
4485 14 6 7
4486 5 7 4
4487 4 8 7
4488 13 1 9
4489 12 3 7
4490 11 3 9
4491 15 2 1
4492 17 9 5
4493 3 2 0
4494 3 8 1
4495 8 6 10
4496 18 2 10
4497 10 5 0
4498 20 7 10
4499 6 7 9
4500 14 8 4
4501 18 1 1
4502 11 2 5
4503 8 10 9
4504 12 9 10
4505 14 4 1
4506 0 2 2
4507 9 2 4
4508 2 10 5
4509 7 10 2
4510 3 3 10
4511 13 7 2
4512 3 0 8
4513 0 8 8
4514 9 3 10
4515 20 8 1
4516 17 5 0
4517 15 7 7
4518 3 5 9
4519 0 9 7
4520 13 10 0
4521 7 10 5
4522 9 10 2
4523 4 10 9
4524 15 6 4
4525 16 5 7
4526 19 7 5
4527 2 8 0
4528 1 1 7
4529 15 9 8
4530 2 6 3
4531 11 5 6
4532 14 8 2
4533 4 8 4
4534 20 6 5
4535 19 5 5
4536 8 9 3
4537 0 7 1
4538 16 9 8
4539 0 8 7
4540 12 3 7
4541 20 9 10
4542 17 8 6
4543 12 4 1
4544 4 0 4
4545 15 7 7
4546 16 5 3
4547 13 7 7
4548 16 1 4
4549 3 8 9
4550 15 2 7
4551 4 6 7
4552 14 3 1
4553 0 5 6
4554 4 8 1
4555 17 9 4
4556 16 0 7
4557 4 6 5
4558 4 10 4
4559 9 2 9
4560 14 10 3
4561 16 8 6
4562 2 0 8
4563 15 1 4
4564 2 3 9
4565 11 10 4
4566 11 8 2
4567 15 7 1
4568 13 4 0
4569 15 6 0
4570 12 10 0
4571 13 0 3
4572 12 9 10
4573 12 2 0
4574 14 0 10
4575 6 10 0
4576 12 1 6
4577 6 10 9
4578 19 2 8
4579 20 9 4
4580 19 5 1
4581 18 10 5
4582 20 9 2
4583 7 4 10
4584 7 4 9
4585 9 0 1
4586 7 10 0
4587 19 3 6
4588 11 4 6
4589 8 4 4
4590 17 5 5
4591 1 3 6
4592 7 3 9
4593 0 6 10
4594 9 1 7
4595 16 1 9
4596 14 8 3
4597 18 8 1
4598 12 5 6
4599 12 7 8
4600 0 6 0
4601 20 6 5
4602 9 5 6
4603 4 4 3
4604 9 8 8
4605 17 10 1
4606 1 2 4
4607 7 7 3
4608 1 10 3
4609 3 8 5
4610 15 2 1
4611 8 5 4
4612 9 0 10
4613 3 9 5
4614 18 2 9
4615 12 4 9
4616 4 9 4
4617 6 6 7
4618 1 1 7
4619 5 0 8
4620 7 4 8
4621 11 5 8
4622 17 9 5
4623 0 1 7
4624 18 1 1
4625 0 9 0
4626 17 6 8
4627 17 8 9
4628 12 9 4
4629 4 6 10
4630 7 8 2
4631 2 1 4
4632 2 3 7
4633 13 4 9
4634 7 2 1
4635 0 1 1
4636 8 4 1
4637 13 7 8
4638 14 3 5
4639 15 10 5
4640 4 5 8
4641 15 0 4
4642 3 6 0
4643 18 8 2
4644 17 7 2
4645 7 5 2
4646 3 5 1
4647 19 10 5
4648 6 3 9
4649 20 8 4
4650 15 4 1
4651 5 8 6
4652 12 2 9
4653 5 3 0
4654 4 9 4
4655 9 3 4
4656 8 8 4
4657 9 9 1
4658 11 3 9
4659 9 1 3
4660 17 9 2
4661 3 10 8
4662 18 6 2
4663 9 8 2
4664 20 1 7
4665 18 8 9
4666 8 2 0
4667 12 7 6
4668 1 10 3
4669 7 1 2
4670 13 9 10
4671 0 1 0
4672 10 3 0
4673 15 3 4
4674 11 2 10
4675 19 6 4
4676 16 10 9
4677 13 3 5
4678 14 4 1
4679 1 6 4
4680 0 2 6
4681 2 0 8
4682 4 4 4
4683 5 9 6
4684 4 6 5
4685 15 10 10
4686 14 2 4
4687 13 7 0
4688 8 9 9
4689 11 5 8
4690 7 6 5
4691 6 9 10
4692 4 5 7
4693 18 2 9
4694 3 4 6
4695 20 6 8
4696 16 6 2
4697 10 0 5
4698 18 0 10
4699 9 7 8
4700 7 6 8
4701 1 0 0
4702 2 3 3
4703 11 0 3
4704 11 6 8
4705 1 2 0
4706 14 5 2
4707 6 5 6
4708 14 10 7
4709 16 2 10
4710 3 6 0
4711 13 8 4
4712 17 6 9
4713 12 5 0
4714 16 0 5
4715 6 2 10
4716 17 0 8
4717 16 7 0
4718 14 4 4
4719 13 8 6
4720 0 8 10
4721 13 1 4
4722 4 8 10
4723 18 3 7
4724 18 6 0
4725 3 4 5
4726 15 10 1
4727 5 4 10
4728 8 4 2
4729 0 2 2
4730 16 8 4
4731 14 9 9
4732 13 10 9
4733 9 1 3
4734 19 1 0
4735 5 5 0
4736 4 7 10
4737 15 7 2
4738 1 7 5
4739 16 4 1
4740 3 5 8
4741 4 5 5
4742 7 5 5
4743 7 5 6
4744 2 7 5
4745 17 4 9
4746 9 7 9
4747 15 4 7
4748 4 9 9
4749 2 7 5
4750 17 10 10
4751 4 10 3
4752 17 8 5
4753 3 7 1
4754 12 3 1
4755 13 5 8
4756 0 10 4
4757 0 2 9
4758 17 2 10
4759 5 8 4
4760 7 10 10
4761 7 2 10
4762 3 5 9
4763 12 2 9
4764 13 0 8
4765 0 2 4
4766 2 9 9
4767 13 8 4
4768 4 10 6
4769 3 8 8
4770 3 0 10
4771 10 7 5
4772 17 8 2
4773 18 8 4
